1187;"Сервисный центр "Ньюкорс";ООО;7718581107;Риза;Москва ул. Бойцовская, 2/30;;;;;;;;
4646;"Сергиево-Посадский мясокомбинат";АО;5042015329;;141364, Московская обл., г. Сергиев Посад, д. Наугольное, д. 55;(496)552-21-21;spmk@mail.ru;;0;Кошлакова Виктория;Продажи Конечник;delikhovskaia@spmk.ru, spmk@mail.ru;+7(925) 246-42-96, (496)552-21-21, +79252464296
6239;"Серпантин";ООО;7842149710;;193149, г. Санкт-Петербург, ул. Русановская, д. 19, корп. 4, лит. А , кв. 139;+7-921-576-41-29;d.krakhmalnaya@joki-joya.ru;;0;Кошлакова Виктория;Продажи Конечник;d.krakhmalnaya@joki-joya.ru;+7-921-576-41-29
3630;"Сертифицированные информационные системы";ЗАО;7728761758;Сертифицированные информационн;Москва Научный проезд д. 6 пом 1 комн 13;;;;0;;;;
2525;"СертКом";ООО;5018132649;СертКом;Королёв ул.Советская, д.27;;;;0;;;;
1025;"СетьПромМаркет";ООО;7704574131;паритет;г.Москва ул.Пречистенка, 35 стр3;;;;;Мелана;;;
4083;"Си Ди Лэнд рекордс";ООО;7705399034;Си Ди Лэнд рекордс;109028, г. Москва, Хохловский переулок, д. 15;;;;0;;;;
3588;"СИАНА";ООО;7709885483;СИАНА;Москва ул.Золоторожский Вал, д.38А/15 стр 2;;;;0;;;;
3117;"Сибарит Групп";ООО;7708548372;Сибарит Групп;Москва ул.Ананьевский пер, д. 5 стр 12 оф 161;;;;0;;;;
3736;"Сибарит Фестиваль";ООО;7708718088;Сибарит Фестиваль;Москва ул.Сретенский тупик д.5-9/5 стр 11;;;;0;;;;
6674;"СиБиАрИ Управление глобальной недвижимостью";ООО;9703002294;;123100, г. Москва, 1-й Красногвардейский проезд, дом 21, строение 1, этаж 29, пом. I, ком. 13;+7 (495) 258 39 90;GWSRussia@cbre.com;;0;Кошлакова Виктория;Продажи Конечник;Boris.Denisov@cbre.com, GWSRussia@cbre.com;+7 (495) 258 39 90, +7 495 258 3990
845;"Сибирская Сувенирная Корпорация";ООО;5402191869;Сибирская Сувенирная Корпораци;г.Новосибирск ул. Линейная, 114;;;;;Двойрис М.Ю.;;;
2835;"Сибирский деликатес";ООО;1435224625;Сибирский деликатес;Якутск ул.Кржижановского, д.3;(4112) 21 38 38;;;0;;;;(4112) 21 38 38
5480;"Сибирь ИмпЭкс";ООО;5503209174;;644007 г. Омск, ул. Фрунзе, 49 Помещение 2П;(3812) 433-009;sibir_impex@bk.ru;;0;Кошлакова Виктория;Продажи Агентство;info@center-elite.kz, sibir_impex@bk.ru;(3812) 433-009, (3812) 433-434, 8-7172-444-532
1723;"СИБОР";ООО;7729560540;СИБОР;Москва Красносельская, 32/29, кв.2;;;;;Марина З.;;;
7013;"СИБУР Холдинг";ПАО;7727547261;;626150, обл. Тюменская, г. Тобольск, территория Восточный промышленный район, квартал 1-й, д.6, стр. 30;;;;0;Кузьмина Ю.;Продажи Конечник;alya_jein@mail.ru;+7 916 645-16-26
7012;"СИБУР";ООО;7727576505;;117218, г. Москва, ул.Кржижановского, д.16, корп.3;+7 (495) 777-55-00;;;0;Кузьмина Ю.;Продажи Конечник;alya_jein@mail.ru;+7 (495) 777-55-00, +7 916 645-16-26
2035;"Сивер";ООО;6901060126;Сивер;г. Тверь ул. Советская, д. 18, кв.25,26;(4822) 509050, 509909,;irinakareva72@gmail.com;;;;;irinakareva72@gmail.com;(4822) 509050, 509909,, +79106402285 +79040192285, Тверь, ул. Советская 18
819;"Сигмa";ООО;7743540400;Арт Бизнес;г.Москва ул.Клары Цеткин, 28;;;;;Болотова О.;;;
3953;"Сигма Индастриал";ООО;7733794854;Сигма Индастриал;125480, г.Москва, ул.Валиса Лациса, д. 27 к.1;(495) 944 38 20;;;0;;;;(495) 944 38 20
411;"Сигма";ООО;7708231223;Сигма;Москва Красносельская Верхняя, д.2/1, стр.2;;;КРО (акт);;Двойрис М.Ю.;;;
2672;"Сигма-Вент";ООО;7718559623;Сигма-Вент;Москва ул.Бойцовая д 27;9794706, 9799402, 89015138974;O.Smirnova@sigma-vent.ru;;0;;;O.Smirnova@sigma-vent.ru;495 - 727 0212, 9794706, 9799402, 89015138974
2664;"Сизаль";ООО;5038069339;Сизаль;141206 МО, г. Пушкино , ул Лесная д. 5;;;;0;;;;
3139;"СИЛА РЕКЛАМЫ";ООО;7719741280;СИЛА РЕКЛАМЫ;Москва ул.Щелковское шоссе, д.100 , корп.5 пом 608;;;;0;;;;
72;"Сильвен";ООО;7702265226;Сильвен;Москва ул. Кузнецкий мост, д. 9/10, стр. 1;;;Риза (акт);;Болотова О.;;;
1279;"Сильвер Медиа";ООО;7733582190;Сильвер;г.Москва ул.Свободы, 1, корп.1;(495) 507-86-05;;;;Яцкив Е.;;;(495) 507-86-05
973;"Сильвер";ООО;7708583842;Дискавери Вест;г.Москва ул.Леснорядский пер, 18 стр19А;;;Дискавери Вест (акт);;Света;;;
3610;"Сильвер";ООО;7717622738;Сильвер;129626, г. Москва, ул.2-я Мытищинская , д. 2 стр 2;(495) 789 37 80;;;0;;;;(495) 789 37 80
3302;"Симбол";ЗАО;7710229574;Симбол;Москва ул.Тимура Фрунзе, д.11, стр. 44-45;(495) 221-32-02;;;0;;;klokova@symbolgroup.ru;(495) 221-32-02, 8-495-638-51-10
1480;"Символ";ООО;1655135064;Сталкер Ра;г.Казань ул. Саид Галеева, 6;;;;;Надя М.;;;
1832;"Символика ХХI";ООО;2901133754;Символика ХХI;Архангельск пр-кт Троицкий, 119;21 - 02 - 21, 21 - 46 - 21;;;;;;;21 - 02 - 21, 21 - 46 - 21
3373;"СимС";ООО;7325103516;СимС;432071 Ульяновская обл г. Ульяновск ул Марата д.35;(8422) 79 09 08;tender@sims73.ru;;0;Кошлакова Виктория;Продажи рекламщик;tender@sims73.ru;(8422) 79 09 08, 8-8422-38-44-70
4493;"Сингл";ООО;7704784178;;119021, г. Москва, Оболенский пер., д. 9, корп. 2;;;;0;;;;
4304;"СИНЕРГИЯ";ООО;7721826741;СИНЕРГИЯ;109380,г. Москва,ул. Головачева,д.15,кв.83;8495 507 11 74;raketa@altegroup.ru;;0;;;raketa@altegroup.ru;8495 507 11 74
3760;"Синерджи Тим";ООО;7725721820;Синерджи Тим;Москва ул.Ленинская Слобода, д.26;495 984 59 44, (495) 789 08 56;;;0;;;;495 984 59 44, (495) 789 08 56, info@synergy-team.ru
1169;"Синсистем";ЗАО;7702577553;Красная линия;г.Москва ул.Кузнецкий мост, 9/10 стр1;;;;;Яцкив Е.;;;
4168;"СИНТА";ООО;7714851962;СИНТА;107113, г Москва, ул. Маленковская д. 14, корп.3, пом 4;495 580 54 84;imyurkova@sinta.ru;;0;;;imyurkova@sinta.ru;495 580 54 84
2161;"Синтез";ООО;7717616484;Синтез;Москва ул.Новоалексеевская, д.5А;;;;;;;;
3629;"Синяя Птица Гифтс";ООО;6165138080;Синяя Птица Гифтс;Ростов-на-Дону ул.Ивановского, д.38/63 оф 18;(863) 242 44 61, 207-80-74,207-80-73;;;0;Водопьянова Оксана;;dbbpresent@aaanet.ru;(863) 207 80 73, 207 80 74, (863) 242 44 61, 207-80-74,207-80-73
4531;"Синяя Птица";ООО;5503227046;;644052,г. Омск,ул.24-я северная 165,офис 1;8-3812-79-0006;sinptica1@gmail.com;;0;Кошлакова Виктория;Продажи рекламщик;ofis325@mail.ru, sinptica1@gmail.com, sinptica2@gmail.com;(3812) 212-412, 79-00-06, 8-3812-79-0006, 8-913-647-43-51, 8-983-624-16-36
3818;"Сириус";ООО;7701951060;Сириус;105066, г Москва, Новорязанская ул, д. 26 стр 1;234 45 27;;;0;;;;234 45 27, lera@tridi.ru
4873;"Система Полиграф";ООО;7733860095;;125362, г. Москва, Строительный проезд, д. 7А, корп. 11А;7(903) 556-45-87;vyalkova-e@mail.ru;;0;;;vyalkova-e@mail.ru;7(903) 556-45-87
6732;"Система";БФ;7704510770;;127006, г. Москва, ул. Малая Дмитровка, д. 18, стр.1;+7 (495) 737-44-19;pr@bf.sistema.ru;;0;Цигельницкий И.Г.;Продажи Конечник;pr@bf.sistema.ru;+7 (495) 737-44-19, +7 926 382 28 30
4680;"Системные Решения";ООО;;;;8-930-819-00-89;postavka@souvenirnn.ru;;0;;;postavka@souvenirnn.ru;8-930-819-00-89
5381;"СИСТЕМЫ ЗАЩИТЫ ИНТЕРЬЕРОВ";ООО;7720794536;;111622, г. Москва, ул Б.Косинская, д. 27;(499)499-32-06;info@spi-polymer.ru;;0;;;info@spi-polymer.ru;(499)499-32-06
3765;"Системы и Решения";ООО;7725721838;Системы и Решения;115280, г Москва, Ул Ленинская Слобода, д. 26;8 903 279 18 81;;;0;;;;+7 (495) 984 59 44, 789 08 56, 8 903 279 18 81, info@sas-business.ru
1200;"Ситалл";ООО;3808075860;Ситалл;г.Иркутск ул Партизанская, 3 оф220;206-976, 258-580;;;;Надя М.;;;206-976, 258-580
4301;"Сити АДВ";ООО;7704245472;Сити АДВ;105005, Россия, г. Москва, ул.Фридриха Энгельса, д.31/35;495 792 55 96;alevin@city-a.ru;;0;;;alevin@city-a.ru;495 792 55 96
3850;"Сити Гифтс";ООО;7816463334;Сити Гифтс;194021, г. Санкт-Петербург, ул. Шателева, д. 18 лит А пом 11Н;(812) 677 35 14;nastya6773514@gmail.com;;0;Кошлакова Виктория;Продажи рекламщик;nastya6773514@gmail.com;(812) 677 35 14, 8-812-677-35-14, dar.6773514@gmail.com
425;"Сити Медиа Групп";ООО;7727249106;Сити Медиа Групп;Москва ул. Каховка, д. 4, к.4;;;;;Света;;;
3749;"Сити Медиа";ООО;7728803662;Сити Медиа;Москва ул.Новаторов, д.10 стр 128;;;;0;;;;
2694;"Сити";ООО;7720661470;Сити;Москва ул.Косинская, д.11;;;;0;;Продажи рекламщик;;
4247;"СИТИ";ООО;7722680943;СИТИ;109052, Москва,ул. Нижегородская д.104 корп. 3;(495) 988-43-56;;;0;;Продажи рекламщик;;(495) 988-43-56, (495)107-05-75
872;"Ситрон";ООО;7703576802;Аэрополиграфия;г.Москва ул. Б.Бронная, 20 стр1;;;Аэрополиграфия (акт);;Мелана;;;
6930;"Сичкар Групп";ООО;2311227520;;350010, г. Краснодар, ул. Зиповская, д.5, помещ. 55/1, оф 118;+7 968 860-46-18;info@sichkargroup.com;;0;Цигельницкий И.Г.;Продажи Конечник;info@sichkargroup.com;+7 968 860-46-18
1099;"Сиэмджи Стрэтеджи";ООО;7709551890;Greative marketing group;г.Москва ул.Марксистская, 34, корп.10;;;;;Двойрис М.Ю.;;;
5481;"СиЭф-Групп";ООО;7706437998;;119180, г. Москва, ул. Большая Полянка дом 7/10 строение 3 пом.2 к.17;+7(499)110-62-51;info@c-f-group.ru;;0;;Продажи рекламщик;info@c-f-group.ru;+7(499)110-62-51
2663;"СК "Гранит";ООО;7727666773;СК Гранит;Москва ул.Чечерский пр., д.24;;;;0;;;;
3945;"СК ИНТЕРСТРОЙ";ООО;2901186940;СК ИНТЕРСТРОЙ;163059, г. Архангельск, ул. Мостовая, д. 3, стр. 2, офис 21;(8182) 23-00-08;optima-75@mail.ru;;0;Румянцева А.В.;;optima-75@mail.ru;(8182) 23-00-08
6783;"СКАЕНГ";ОАНО ДПО;9709022748;;109004, г. Москва, ул. Александра Солженицына, дом № 23А, строение 1, Эт/Пом/Ком 3/Ш/1-7;8-999-169-07-61;;;0;Кошлакова Виктория;Продажи Конечник;;8-999-169-07-61
3441;"Скай Презент";ООО;3906223308;Скай Презент;236038, г Калининград, ул.Еловая аллея, д.26;(4012) 34 79 90, 347590;;;0;;;;(4012) 34 79 90, 347590
2247;"Скан";ООО;7017086665;Скан;Томск ул.Гагарина, д.33-1;(3822)516571 \ (3822)511848;scan@tomsk.net;;;;;scan@tomsk.net;(3822)516571 \ (3822)511848
2206;"Скарабей";ООО;7826170954;Скарабей;Санкт-Петербург ул.Английский пр-кт, д.3, лит. Б;8-812-740-14-59;op@skarabei.ru;;;Кошлакова Виктория;Продажи рекламщик;op@skarabei.ru;(812) 740-14-59, 335-97-32, 8-812-740-14-59, 8-921-634-99-26
2526;"Скинкеа";ЗАО;7724529722;Скинкеа;Москва ул.проспект Вернадского, д.125А;(495) 785-2477, ф.(495) 785-2478;semenova@skincare.ru, sveta26@yandex.ru;;0;;;semenova@skincare.ru, sveta26@yandex.ru, доб. 163, kislyakova@skincare.ru;(495) 785-2477, ф.(495) 785-2478
5217;"СКЛАДМАШ";ООО;9729001457;;119602, г. Москва, ул. Никулинская д. 27 соор. Б, пом. !, ком. 11;+7-985-068-5307;;Максим;0;;;;+7-985-068-5307
3060;"Скорпион";ООО;4025077299;Скорпион;Обнинск ул.Белкинская, д.43Б 3 этаж;(48439) 4 83 72;;;0;;;;(48439) 4 83 72
731;"Скорпиос";ООО;7707537603;AGDP;г.Москва Новослободская ул, 18;;;;;Марина З.;;;
2350;"СКП - Трейд";ООО;190849335;СКП - Трейд;Минск ул.Андреевская, д.4 оф.9;тел. +375-17-290-93-67;shiman@skp-trade.by;;;;;shiman@skp-trade.by;тел. +375-17-290-93-67
3051;"Славпринт фабрика печати";ООО;7705664772;Славпринт фабрика печати;Москва ул.Большая Ордынка , д.53 стр 1;7456890;;;0;;;;7456890
1932;"Славпринт";ООО;7705141081;"Славпринт";;8 495 181 51 31;slavprint745@yandex.ru;;;;;slavprint745@yandex.ru;8 495 181 51 31
6952;"СЛАВЯНСКАЯ";ООО;3662295390;;394016, г. Воронеж, ул 45 Стрелковой дивизии, д. 226, кв. 175;+7 960 121 28 57;'alexey-print@mail.ru; 585039@mail.ru';;0;Кошлакова Виктория;Продажи рекламщик;'alexey-print@mail.ru; 585039@mail.ru, sl.vrn15@mail.ru';+7 960 121 28 57, +7(4732)90 45 17, 8(920)463-53-33
2010;"Слайд";ООО;7725610542;Слайд;Москва 3-я Рощинская, 5;795-78-28;;;;;;;795-78-28
3576;"СловоДело";ООО;7722716163;СловоДело;121059, г. Москва, Бережковская наб., д. 20, строение 64, помещение I, комната 14;(495) 641 09 74,;nk@slovodelo.ru;;0;;Продажи рекламщик;n_sch@slovodelo.ru, nk@slovodelo.ru, si@slovodelo.ru;(495) 641 09 74,, 8(495) 207 75 77, 8-495-207-75-77, 8-495-207-7577
6519;"Слон";ООО;2320145560;;354068, г. Сочи, пер.Виноградный ,15А, офис № 1;(862) 296-08-08 (доб. 319);suvenir@sochipress.org;;0;Кошлакова Виктория;Продажи рекламщик;suvenir@sochipress.org;(862) 296-08-08 (доб. 319), +7 918 405 72 59 (моб)
1140;"Служба производства рекламы";ООО;2311084688;Кубань рекламный дом;г.Краснодар ул.Пашковская, 59/4;;;;;Надя М.;;;
4151;"Слюдяная фабрика";ЗАО;7817008200;Слюдяная фабрика;196650, г Санкт-Петербург, г. Колпино, ул. Финляндская, 31;812 461 5336;marketing@spbsluda.ru;;0;;;marketing@spbsluda.ru;812 461 5336
2738;"СМАЙК";ООО;;СМАЙК;;;;;0;;;;
4780;"Смарт Гифтс";ООО;7722770562;;111141, Москва г, вн.тер.г.. муниципальный округ Новогиреево, ул. Кусковская, д.20А, этаж 5,пом. XIА, ком. 27;(495)232-06-65;olga@silvermedia.ru;;0;Кошлакова Виктория;Продажи рекламщик;alisa@silvermedia.ru, andrey@silvermedia.ru, anna@silvermedia.ru, elena.k@silvermedia.ru, elena@silvermedia.ru, olga@silvermedia.ru, violetta@silvermedia.ru;(495)232-06-65, +7 985 468 47 80, 8(495) 215-00-07, 8-495-215-00-07, 8-495-232-06-65, 8-495-2320665, 8-926-206-09-39
6796;"СМАРТ ПИПЛ";ООО;7726412014;;РФ, 105082, г. Москва, вн.тер.г.муниципальный округ Басманный, ул. Большая Почтовая, д. 38, стр. 6, этаж 2, офис №207;;;Это реквизиты компании, связанной с агентством EMG (работают с компанией Dirol);0;Цигельницкий И.Г.;Продажи Агентство;ITarasova@emg.ru, PVysotskaya@emg.ru;+7 (963) 463-01-12
2474;"Смарт Принт Сервис (EBR GROUP)";ООО;7716563977;Смарт Принт Сервис;Москва ул.Магаданская, д.8;(495)589-1126, 782-1963,933-3449;;;0;;;;(495)589-1126, 782-1963,933-3449
2703;"СМАРТ";ООО;7710642823;СМАРТ;Москва ул.Новгородская, д.1 стр 5;;;;0;;;;
2192;"Смартпласт";ООО;7729418279;Смартпласт;г. Москва ул.Басманный тупик. д.2;;;;;;;;
5185;"Смоленский завод металлоконструкций";ОАО;6730054063;;214034, Смоленская обл., г. Смоленск, микрорайон Гнездово, д. 36;(4812)424242;Aks6@mail.ru;;0;;;Aks6@mail.ru;(4812)424242
3602;"СМРП Элайт";ООО;6318187792;СМРП Элайт;Самара ул.Полевой проезд, д.12;(846) 979-8978;;;0;;;;(846) 979-8978
4368;"СМУ47";ООО;;;;;;;0;;;;
4986;"СНАБСЕРВИС";ООО;5032183363;;143985, Московская обл., г. Железнодорожный, ул. Автозаводская, д. 50, корп. А;(495)644-27-42;sn-servis@mail.ru;;0;;Продажи Конечник;sn-servis@mail.ru;(495)644-27-42
6009;"СнВ Карго";ООО;7719654654;;129329, г. Москва, ул. Кольская, д. 1, строение 1, этаж 3, пом. 1, к. 25;8 (495) 902-51-51 доб.125;i.berezina@onlypatriot.com;;0;Кошлакова Виктория;Продажи Конечник;i.berezina@onlypatriot.com;+7 (495) 902 51 51 (доб. 112), 8 (495) 902-51-51 доб.125
1604;"СНЭП";ООО;2536148757;СНЭП;г.Владивосток ул.Спортивная, 4/22;;;;;;;;
6829;"Собиратор";АНО;9715375004;;127576, город Москва, Алтуфьевское ш., 87-29;8 (495) 649-2901;rsbor.msk@gmail.com;;0;Цигельницкий И.Г.;Продажи Дилер;rsbor.msk@gmail.com;+7 995 100 5977, 8 (495) 649-2901
4889;"Совар";ООО;6316204234;;443090, г. Самара, ул. Советской Армии, д. 180, строение 3, офис 301;8 (846) 273-49-84;eav@stamp-samara.ru;;0;Кошлакова Виктория;Продажи рекламщик;eav@stamp-samara.ru;8 (846) 273-49-84, 8-846-273-49-84
227;"Совекс";ООО;7714570810;Кафе-Принт;г.Москва Ленинградский пр, 36;;;;;Болотова О.;;;
5365;"Совет Гринпис";ОМННО;7707024062;;125040, г. Москва, Ленинградский проспект, д. 26, корп. 1;(495) 988-74-60;;;0;;Продажи Конечник;;(495) 988-74-60
843;"Совикон";ООО;7702574721;Артисан;г.Москва Последний пер., 22;;;;;Надя М.;;;
664;"СОВИНТЕРТРЭЙД";ООО;7725175628;МБ Трэйд;г.Москва ул.Орджиникидзе, 11;;;;;Марина З.;;;
2530;"Современная школа дизайна";НОУ;7707557590;Современная школа дизайна;Москва ул.Сущевская, д.21-23, стр. АБВ;;;;0;;;;
5078;"Современные Основы Бизнеса";ООО;7802847563;;194354, г. Санкт-Петербург, пр. Луначарского, д. 60, корп. 1, лит. А;8 (911) 009-02-51;ludmila.reklama@gmail.com;;0;Кошлакова Виктория;Продажи рекламщик;ludmila.reklama@gmail.com;8 (911) 009-02-51, 8-911-009-02-51
2813;"Современные технологии строительства";ООО;5836619265;Современные технологии строит;Пенза ул.Пр.Победы, д.24-14;(8412) 2049-80, (8412) 204980;;;0;;;;(8412) 2049-80, (8412) 204980
2719;"СОДА-медиа";ООО;7702719568;СОДА-медиа;Москва ул.Б. Лубянка , д.13/16 стр. 1;(495)637-90-40;gulnar@sodamedia.ru;;0;Двойрис М.Ю.;Продажи рекламщик;gulnar@sodamedia.ru, yakimenko@sodamedia.ru;(495)637-90-40, (495)933-43-88, (915) 195-57-24, +7(916)716-89-82
4279;"Содействие развитию гражданской авиации "Хелипорт Москва";НП;7734271215;Хелипорт Москва;123060, г. Москва, улица Маршала Бирюзова, дом 28;7 495 249 48 41, 9670652910;office@heliport-moscow.ru;;0;;;d.mihalev@heliport-moscow.ru, office@heliport-moscow.ru;7 495 249 48 41, 9670652910
470;"Содействие";ООО;7714558932;ДПС медиа;г.Москва ул.3-я Ямского поля, 17/19;;;Куппо (акт);;Болотова О.;;;
6597;"Содружество";ТОРОБЗО;7017181100;;634063, Томская область, город Томск, Новосибирская улица, д. 43, кв. 200;8-923-404-5353;rakitinasvt@mail.ru;;0;Кошлакова Виктория;Продажи Конечник;juliborisova2019@gmail.com, rakitinasvt@mail.ru;8-923-404-5353
6849;"Созвездие АВРОРА";ООО;7716538917;;129344, г. Москва, ул. Верхоянская, д.18, корп.2, пом. 2, офис 29;+7(495) 988-8335;rt@avroraclinic.ru;;0;Кошлакова Виктория;Продажи Конечник;rt@avroraclinic.ru;+7(495) 988-8335, 8-921-970-12-62
2349;"Сократ";ООО;715624271;Сократ;Москва ул.ул.Римского-Корсакова, д.18;;;;;;;alla@sokrat-adv.ru;
777;"СОЛАР";ООО;7701617972;АБМ Холдинг;г.Москва ул. Бакунинская, 8 стр1;;;;;Двойрис М.Ю.;;;
632;"Солво интернешнл";ООО;7716189617;Солво;г.Москва пр.Мира,, 207а;;;;;;;;
4625;"Солид";ООО;6685025011;;620075, г. Екатеринбург, ул. Мичурина, д. 108, офис 101;+7(343) 262-4-123, 254-51-51;;;0;;;;+7(343) 262-4-123, 254-51-51, +7(343) 262-53-68
4569;"Солнечный Берег";;;;;;;;0;;;;
4128;"Солнечный пирс";ООО;7723173417;Солнечный пирс;109559, г Москва, ул. Марьинский парк, д. 45 помещение XVII;495 545 35 16;;;0;;;;495 545 35 16
4729;"СОЛО-РИЧ";ООО;9102069921;;295000, Республика Крым, г.Симферополь, ул.Пушкина,9/14, офис 89;;;;0;;Продажи Агентство;;
1143;"Солсбери";ООО;7709616346;Орнита;г.Москва ул.Нижегородская, 32;;;;;Надя М.;;;
3046;"Солярис";ООО;7715563727;Солярис;Москва ул.Большая Новодмитровская , д.49;(495)788-81-37;vp@solyar.ru;;0;;;info@solariskatalog.ru, mp@solyar.ru, vp@solyar.ru;(495)788-81-37, +7(916)691-28-52
3002;"СОМЕС ИНТЕРНЕШНЛ СНГ";ООО;5262281326;СОМЕС ИНТЕРНЕШНЛ СНГ;;;;;0;;;;
4328;"СОНА";ООО;7719848410;;123060, г. Москва, ул. Расплетина, д.19, оф.2;4993440532;;;0;;;;4993440532
3297;"Соната";ООО;7709695524;Соната;Москва ул.Б.Факельный пер., д.2/22;;;;0;;;;
576;"Сонет";ЗАО;5044023766;Сонет;г.Солнечногорск ул.Почтовая, 26/4;;;;;;;;
6896;"Сорелли";ООО;7704308820;;121069, г. Москва, Новинский бульвар, д. 16, стр. 2;+7 (495) 790-68-52;zakaz@sorelli.ru;;0;Кошлакова Виктория;Продажи рекламщик;zakaz@sorelli.ru;+7 (495) 790-68-52
1633;"СОРТ";ООО;7724558988;Сорт;г.Москва Каширское шоссе, 5, корп.1;;;;;Марина З.;;;
258;"СОРЭНТО";ООО;7706541131;Папирус-Центр;г.Москва Ленинский пр-кт, 4;;;;;Мелана;;;
6328;"Сотиратор МСК";ООО;;;;;;;0;;;;
1120;"СОФИТ";ООО;7706575733;Софит;119049, г. Москва, ул. Шаболовка, д. 2;(495) 641 53 84;maria@sophit.ru;;;Двойрис М.Ю.;Продажи Агентство;maria@sophit.ru, robert@sophit.ru;(495) 641 53 84, +7 (915) 424-99-04
707;"СОФТ ЛАЙН";ООО;7733545939;Colors;г.Москва Стратонавтов пр, 9;;;Реклама ПЛЮС (акт) и Colors (акт);;Марина З.;;;
2905;"Социум-Принт";ООО;7725651740;Социум-Принт;Москва ул.Дербеневская наб., д.13/17;;;;0;;;;
4627;"Сочи сувенир";ООО;2320183519;;354003, Краснодарский край, г.Сочи, ул. Олимпийская, д. 127;8-962-883-67-14;pdv_vdp@mail.ru;;0;Кошлакова Виктория;Продажи рекламщик;pdv_vdp@mail.ru;8-962-883-67-14
2940;"Сочувствие" ПУ "Нестандарт";ВГООИ;3329054679;Сочувствие ПУ Нестандарт;Владимир ул.Октябрьская, д.2;(4922) 32 69 19;;;0;;;;(4922) 32 69 19
6001;"Союз Полиграфистов";ООО;6234091646;;390000, г. Рязань, ул. Сенная, д.8, каб. 22, помещение Н2;8(4912) 777-074;os@union62.ru;;0;Кошлакова Виктория;Продажи рекламщик;os@union62.ru;(4912) 777-074 доб.103, 8(4912) 777-074
4767;"Союз";ООО;5753202365;;302028, Орловская обл., г. Орел, ул. Ленина, д. 1, оф. 43;+7(4832)606-696;cm32@mail.ru;;0;;Продажи рекламщик;cm32@mail.ru;+7(4832)606-696
3275;"Союз-М";ООО;3250503316;Союз-М;242220, Брянская область, Трубчевский район, дер. Красное, ул. Сельская, д. 20;(4832) 606-696;cm32@mail.ru;;0;;Продажи рекламщик;cm32@mail.ru;(4832) 606-696
3547;"Союзпечать Реклама";ООО;7725706420;Союзпечать Реклама;Москва ул.Рощинский пр-д, д.8 стр 4;;;;0;;;;
115;"СоюзПечать Реклама";ООО;7722287475;СоюзПечать Реклама;Москва ул. Боровая, д.10, корп.1;2326402;;;;Болотова О.;;;2326402
4868;"Союзрегионторг";ООО;6685026079;;620075, г. Екатеринбург, ул. Белинского, д. 6а;(343)375-89-69;Firma_klen@mail.ru;;0;Двойрис М.Ю.;Продажи рекламщик;Firma_klen@mail.ru, la_viki@mail.ru;(343)375-89-69, 228-11-88, 8-953-603-61-23
694;"СОЮЗТЕХМАРКЕТ";ООО;7725206932;Айвори принт;г.Москва Перестов пер, 2/3;;;;;Болотова О.;;;
881;"СП Реклама";ООО;7701644260;Союзпечать реклама;г.Москва ул.Бауманская, 44 стр1;;;;;Двойрис М.Ю.;;;
5931;"СПАО";ООО;7806219792;;195030, г. Санкт-Петербург, шоссе Революции, дом 116, литер А, помещение 217;(812) 939 00 05;joki.joya@gmail.com;;0;Двойрис М.Ю.;Продажи Конечник;d.krakhmalnaya@joki-joya.ru, joki.joya@gmail.com;+7-921-576-41-29, (812) 939 00 05, +7-921-645-13-16
5320;"СПАРК-МЕДИА";ООО;5047182475;;141407, Московская область г. Химки Куркинское шоссе, строение 2, помещение 306;(495) 245-00-10;map@spark-m.ru;;0;Кошлакова Виктория;Продажи рекламщик;map@spark-m.ru, sales1@spark-m.ru;(495) 245-00-10, 8-495-245-00-10
6232;"Спасибо!";ООО;7842514850;;191014, г. Санкт-Петербург, Ковенский пер, дом № 23, пом.1-Н;8 921 882 74 32;kulakovaasya@gmail.com;;0;Кошлакова Виктория;Розничная точка;kulakovaasya@gmail.com;8 921 882 74 32, 8 951 652 59 49
3198;"СПБ";ООО;7841364834;СПБ;199266, г. Санкт-Петербург, ул.Кораблестроителей 2 литер А , пом 13Н;8(926)2144292;;;0;;;;8(926)2144292
2095;"Спектр дизайн";ООО;7719644913;Спектр дизайн;г.Москва Измайловский проезд, д 8 стр 2;;;;;;;;
1414;"СПЕКТР ДИЗАЙН";ООО;7721523497;SN-company;г.Москва Ташкентская, 24, корп.1 стр1;;;;;Надя М.;;;
481;"Спектр М";ООО;7704517542;Авеста;г.Москва Комсомольский проспект, 1;;;;;;;;
4118;"Спектр-М";ООО;5262275280;Спектр-М;603057, г. Нижний Новгород, ул. Бекетова, д. 1а;831 434 00 42;kovaleva_natally@mail.ru;;0;;;kovaleva_natally@mail.ru;831 434 00 42
6476;"Спецавтохозяйство";ООО;1841023336;;426008, УР, г.Ижевск, ул. Пушкинская, д. 268 литер Б, помещение 19;+7 (922) 68 80 400;big@sah18.ru;;0;Кошлакова Виктория;Продажи Конечник;big@sah18.ru;+7 (922) 68 80 400, +7(3412) 570-454
562;"СпецГарант";ООО;7730170576;СпецГарант;г.Москва ул.Филевская 2-я, 5, корп.2;;;;;Болотова О.;;;
4980;"Спецдеталь";ООО;5022037892;;140408, Московская обл., г.Коломна, ул. Октябрьской революции, дом 354а, помещение 9;8 (496) 623-01-83;;;0;;Продажи рекламщик;;8 (496) 623-01-83, 8 (915) 206-37-09
